Month,County,Fuel Type,Count,Year
February,Sligo,Petrol or Diesel plug-in hybrid electric,2,2023
February,Sligo,Diesel and electric hybrid,0,2023
February,Westmeath,Petrol and electric hybrid,6,2023
February,Westmeath,Electric,1,2023
February,Westmeath,Petrol or Diesel plug-in hybrid electric,1,2023
February,Westmeath,Diesel and electric hybrid,0,2023
February,Wexford,Petrol and electric hybrid,8,2023
February,Wexford,Electric,2,2023
February,Wexford,Petrol or Diesel plug-in hybrid electric,7,2023
February,Wexford,Diesel and electric hybrid,0,2023
February,Wicklow,Petrol and electric hybrid,14,2023
February,Wicklow,Electric,6,2023
February,Wicklow,Petrol or Diesel plug-in hybrid electric,9,2023
February,Wicklow,Diesel and electric hybrid,0,2023
February,Limerick,Petrol and electric hybrid,16,2023
February,Limerick,Electric,2,2023
February,Limerick,Petrol or Diesel plug-in hybrid electric,6,2023
February,Limerick,Diesel and electric hybrid,0,2023
February,Waterford,Petrol and electric hybrid,7,2023
February,Waterford,Electric,1,2023
February,Waterford,Petrol or Diesel plug-in hybrid electric,6,2023
February,Waterford,Diesel and electric hybrid,0,2023
February,Tipperary,Petrol and electric hybrid,9,2023
February,Tipperary,Electric,1,2023
February,Tipperary,Petrol or Diesel plug-in hybrid electric,0,2023
February,Tipperary,Diesel and electric hybrid,0,2023
February,Cork,Petrol and electric hybrid,59,2023
February,Cork,Electric,3,2023
February,Cork,Petrol or Diesel plug-in hybrid electric,26,2023
February,Cork,Diesel and electric hybrid,0,2023
February,Dublin,Petrol and electric hybrid,207,2023
February,Dublin,Electric,30,2023
February,Dublin,Petrol or Diesel plug-in hybrid electric,135,2023
February,Dublin,Diesel and electric hybrid,0,2023
March,Carlow,Petrol and electric hybrid,4,2023
March,Carlow,Electric,0,2023
March,Carlow,Petrol or Diesel plug-in hybrid electric,3,2023
March,Carlow,Diesel and electric hybrid,0,2023
March,Cavan,Petrol and electric hybrid,4,2023
March,Cavan,Electric,1,2023
March,Cavan,Petrol or Diesel plug-in hybrid electric,5,2023
March,Cavan,Diesel and electric hybrid,0,2023
March,Clare,Petrol and electric hybrid,5,2023
March,Clare,Electric,0,2023
March,Clare,Petrol or Diesel plug-in hybrid electric,9,2023
March,Clare,Diesel and electric hybrid,0,2023
March,Donegal,Petrol and electric hybrid,5,2023
March,Donegal,Electric,3,2023
March,Donegal,Petrol or Diesel plug-in hybrid electric,7,2023
March,Donegal,Diesel and electric hybrid,0,2023
March,Galway,Petrol and electric hybrid,27,2023
March,Galway,Electric,7,2023
March,Galway,Petrol or Diesel plug-in hybrid electric,11,2023
March,Galway,Diesel and electric hybrid,0,2023
March,Kerry,Petrol and electric hybrid,0,2023
March,Kerry,Electric,3,2023
March,Kerry,Petrol or Diesel plug-in hybrid electric,8,2023
March,Kerry,Diesel and electric hybrid,1,2023
March,Kildare,Petrol and electric hybrid,33,2023
March,Kildare,Electric,8,2023
March,Kildare,Petrol or Diesel plug-in hybrid electric,17,2023
March,Kildare,Diesel and electric hybrid,0,2023
March,Kilkenny,Petrol and electric hybrid,6,2023
March,Kilkenny,Electric,0,2023
March,Kilkenny,Petrol or Diesel plug-in hybrid electric,5,2023
March,Kilkenny,Diesel and electric hybrid,0,2023
March,Laois,Petrol and electric hybrid,6,2023
March,Laois,Electric,1,2023
March,Laois,Petrol or Diesel plug-in hybrid electric,3,2023
March,Laois,Diesel and electric hybrid,0,2023
March,Leitrim,Petrol and electric hybrid,0,2023
March,Leitrim,Electric,0,2023
March,Leitrim,Petrol or Diesel plug-in hybrid electric,1,2023
March,Leitrim,Diesel and electric hybrid,0,2023
March,Longford,Petrol and electric hybrid,4,2023
March,Longford,Electric,0,2023
March,Longford,Petrol or Diesel plug-in hybrid electric,2,2023
March,Longford,Diesel and electric hybrid,0,2023
March,Louth,Petrol and electric hybrid,17,2023
March,Louth,Electric,10,2023
March,Louth,Petrol or Diesel plug-in hybrid electric,14,2023
March,Louth,Diesel and electric hybrid,0,2023
March,Mayo,Petrol and electric hybrid,5,2023
March,Mayo,Electric,2,2023
March,Mayo,Petrol or Diesel plug-in hybrid electric,2,2023
March,Mayo,Diesel and electric hybrid,0,2023
March,Meath,Petrol and electric hybrid,16,2023
March,Meath,Electric,11,2023
March,Meath,Petrol or Diesel plug-in hybrid electric,23,2023
March,Meath,Diesel and electric hybrid,0,2023
March,Monaghan,Petrol and electric hybrid,3,2023
March,Monaghan,Electric,1,2023
March,Monaghan,Petrol or Diesel plug-in hybrid electric,5,2023
March,Monaghan,Diesel and electric hybrid,0,2023
March,Offaly,Petrol and electric hybrid,5,2023
March,Offaly,Electric,1,2023
March,Offaly,Petrol or Diesel plug-in hybrid electric,1,2023
March,Offaly,Diesel and electric hybrid,0,2023
March,Roscommon,Petrol and electric hybrid,3,2023
March,Roscommon,Electric,0,2023
March,Roscommon,Petrol or Diesel plug-in hybrid electric,2,2023
March,Roscommon,Diesel and electric hybrid,0,2023
March,Sligo,Petrol and electric hybrid,3,2023
March,Sligo,Electric,2,2023
March,Sligo,Petrol or Diesel plug-in hybrid electric,0,2023
March,Sligo,Diesel and electric hybrid,0,2023
March,Westmeath,Petrol and electric hybrid,9,2023
March,Westmeath,Electric,2,2023
March,Westmeath,Petrol or Diesel plug-in hybrid electric,1,2023
March,Westmeath,Diesel and electric hybrid,0,2023
March,Wexford,Petrol and electric hybrid,11,2023
March,Wexford,Electric,2,2023
March,Wexford,Petrol or Diesel plug-in hybrid electric,3,2023
March,Wexford,Diesel and electric hybrid,0,2023
March,Wicklow,Petrol and electric hybrid,12,2023
March,Wicklow,Electric,5,2023
March,Wicklow,Petrol or Diesel plug-in hybrid electric,16,2023
March,Wicklow,Diesel and electric hybrid,0,2023
March,Limerick,Petrol and electric hybrid,17,2023
March,Limerick,Electric,1,2023
March,Limerick,Petrol or Diesel plug-in hybrid electric,10,2023
March,Limerick,Diesel and electric hybrid,0,2023
March,Waterford,Petrol and electric hybrid,5,2023
March,Waterford,Electric,4,2023
March,Waterford,Petrol or Diesel plug-in hybrid electric,7,2023
March,Waterford,Diesel and electric hybrid,0,2023
March,Tipperary,Petrol and electric hybrid,16,2023
March,Tipperary,Electric,1,2023
March,Tipperary,Petrol or Diesel plug-in hybrid electric,5,2023
March,Tipperary,Diesel and electric hybrid,0,2023
March,Cork,Petrol and electric hybrid,49,2023
March,Cork,Electric,14,2023
March,Cork,Petrol or Diesel plug-in hybrid electric,34,2023
March,Cork,Diesel and electric hybrid,0,2023
March,Dublin,Petrol and electric hybrid,240,2023
March,Dublin,Electric,58,2023
March,Dublin,Petrol or Diesel plug-in hybrid electric,159,2023
March,Dublin,Diesel and electric hybrid,1,2023
April,Carlow,Petrol and electric hybrid,2,2023
April,Carlow,Electric,1,2023
April,Carlow,Petrol or Diesel plug-in hybrid electric,1,2023
April,Carlow,Diesel and electric hybrid,0,2023
April,Cavan,Petrol and electric hybrid,2,2023
April,Cavan,Electric,1,2023
April,Cavan,Petrol or Diesel plug-in hybrid electric,5,2023
April,Cavan,Diesel and electric hybrid,0,2023
April,Clare,Petrol and electric hybrid,12,2023
April,Clare,Electric,2,2023
April,Clare,Petrol or Diesel plug-in hybrid electric,6,2023
April,Clare,Diesel and electric hybrid,0,2023
April,Donegal,Petrol and electric hybrid,8,2023
April,Donegal,Electric,2,2023
April,Donegal,Petrol or Diesel plug-in hybrid electric,6,2023
April,Donegal,Diesel and electric hybrid,0,2023
April,Galway,Petrol and electric hybrid,23,2023
April,Galway,Electric,12,2023
April,Galway,Petrol or Diesel plug-in hybrid electric,17,2023
April,Galway,Diesel and electric hybrid,0,2023
April,Kerry,Petrol and electric hybrid,6,2023
April,Kerry,Electric,0,2023
April,Kerry,Petrol or Diesel plug-in hybrid electric,5,2023
April,Kerry,Diesel and electric hybrid,0,2023
April,Kildare,Petrol and electric hybrid,23,2023
April,Kildare,Electric,8,2023
April,Kildare,Petrol or Diesel plug-in hybrid electric,25,2023
April,Kildare,Diesel and electric hybrid,0,2023
April,Kilkenny,Petrol and electric hybrid,4,2023
April,Kilkenny,Electric,2,2023
April,Kilkenny,Petrol or Diesel plug-in hybrid electric,6,2023
April,Kilkenny,Diesel and electric hybrid,0,2023
April,Laois,Petrol and electric hybrid,3,2023
April,Laois,Electric,1,2023
April,Laois,Petrol or Diesel plug-in hybrid electric,5,2023
April,Laois,Diesel and electric hybrid,0,2023
April,Leitrim,Petrol and electric hybrid,2,2023
April,Leitrim,Electric,0,2023
April,Leitrim,Petrol or Diesel plug-in hybrid electric,1,2023
April,Leitrim,Diesel and electric hybrid,0,2023
April,Longford,Petrol and electric hybrid,1,2023
April,Longford,Electric,2,2023
April,Longford,Petrol or Diesel plug-in hybrid electric,2,2023
April,Longford,Diesel and electric hybrid,1,2023
April,Louth,Petrol and electric hybrid,12,2023
April,Louth,Electric,8,2023
April,Louth,Petrol or Diesel plug-in hybrid electric,16,2023
April,Louth,Diesel and electric hybrid,0,2023
April,Mayo,Petrol and electric hybrid,8,2023
April,Mayo,Electric,0,2023
April,Mayo,Petrol or Diesel plug-in hybrid electric,2,2023
April,Mayo,Diesel and electric hybrid,1,2023
April,Meath,Petrol and electric hybrid,23,2023
April,Meath,Electric,8,2023
April,Meath,Petrol or Diesel plug-in hybrid electric,19,2023
April,Meath,Diesel and electric hybrid,0,2023
April,Monaghan,Petrol and electric hybrid,3,2023
April,Monaghan,Electric,1,2023
April,Monaghan,Petrol or Diesel plug-in hybrid electric,2,2023
April,Monaghan,Diesel and electric hybrid,0,2023
April,Offaly,Petrol and electric hybrid,1,2023
April,Offaly,Electric,0,2023
April,Offaly,Petrol or Diesel plug-in hybrid electric,7,2023
April,Offaly,Diesel and electric hybrid,0,2023
April,Roscommon,Petrol and electric hybrid,2,2023
April,Roscommon,Electric,0,2023
April,Roscommon,Petrol or Diesel plug-in hybrid electric,5,2023
April,Roscommon,Diesel and electric hybrid,0,2023
April,Sligo,Petrol and electric hybrid,2,2023
April,Sligo,Electric,1,2023
April,Sligo,Petrol or Diesel plug-in hybrid electric,3,2023
April,Sligo,Diesel and electric hybrid,0,2023
April,Westmeath,Petrol and electric hybrid,2,2023
April,Westmeath,Electric,5,2023
April,Westmeath,Petrol or Diesel plug-in hybrid electric,2,2023
April,Westmeath,Diesel and electric hybrid,1,2023
April,Wexford,Petrol and electric hybrid,5,2023
April,Wexford,Electric,3,2023
April,Wexford,Petrol or Diesel plug-in hybrid electric,2,2023
April,Wexford,Diesel and electric hybrid,0,2023
April,Wicklow,Petrol and electric hybrid,14,2023
April,Wicklow,Electric,9,2023
April,Wicklow,Petrol or Diesel plug-in hybrid electric,9,2023
April,Wicklow,Diesel and electric hybrid,0,2023
April,Limerick,Petrol and electric hybrid,20,2023
April,Limerick,Electric,4,2023
April,Limerick,Petrol or Diesel plug-in hybrid electric,9,2023
April,Limerick,Diesel and electric hybrid,0,2023
April,Waterford,Petrol and electric hybrid,3,2023
April,Waterford,Electric,2,2023
April,Waterford,Petrol or Diesel plug-in hybrid electric,5,2023
April,Waterford,Diesel and electric hybrid,0,2023
April,Tipperary,Petrol and electric hybrid,3,2023
April,Tipperary,Electric,2,2023
April,Tipperary,Petrol or Diesel plug-in hybrid electric,4,2023
April,Tipperary,Diesel and electric hybrid,0,2023
April,Cork,Petrol and electric hybrid,36,2023
April,Cork,Electric,11,2023
April,Cork,Petrol or Diesel plug-in hybrid electric,27,2023
April,Cork,Diesel and electric hybrid,0,2023
April,Dublin,Petrol and electric hybrid,248,2023
April,Dublin,Electric,67,2023
April,Dublin,Petrol or Diesel plug-in hybrid electric,161,2023
April,Dublin,Diesel and electric hybrid,0,2023
May,Carlow,Petrol and electric hybrid,5,2023
May,Carlow,Electric,1,2023
May,Carlow,Petrol or Diesel plug-in hybrid electric,1,2023
May,Carlow,Diesel and electric hybrid,0,2023
May,Cavan,Petrol and electric hybrid,7,2023
May,Cavan,Electric,1,2023
May,Cavan,Petrol or Diesel plug-in hybrid electric,3,2023
May,Cavan,Diesel and electric hybrid,0,2023
May,Clare,Petrol and electric hybrid,10,2023
May,Clare,Electric,1,2023
May,Clare,Petrol or Diesel plug-in hybrid electric,5,2023
May,Clare,Diesel and electric hybrid,0,2023
May,Donegal,Petrol and electric hybrid,7,2023
May,Donegal,Electric,7,2023
May,Donegal,Petrol or Diesel plug-in hybrid electric,13,2023
May,Donegal,Diesel and electric hybrid,0,2023
May,Galway,Petrol and electric hybrid,25,2023
May,Galway,Electric,15,2023
May,Galway,Petrol or Diesel plug-in hybrid electric,18,2023
May,Galway,Diesel and electric hybrid,0,2023
May,Kerry,Petrol and electric hybrid,7,2023
May,Kerry,Electric,1,2023
May,Kerry,Petrol or Diesel plug-in hybrid electric,3,2023
May,Kerry,Diesel and electric hybrid,0,2023
May,Kildare,Petrol and electric hybrid,24,2023
May,Kildare,Electric,12,2023
May,Kildare,Petrol or Diesel plug-in hybrid electric,21,2023
May,Kildare,Diesel and electric hybrid,0,2023
May,Kilkenny,Petrol and electric hybrid,8,2023
May,Kilkenny,Electric,0,2023
May,Kilkenny,Petrol or Diesel plug-in hybrid electric,3,2023
May,Kilkenny,Diesel and electric hybrid,0,2023
May,Laois,Petrol and electric hybrid,9,2023
May,Laois,Electric,1,2023
May,Laois,Petrol or Diesel plug-in hybrid electric,4,2023
May,Laois,Diesel and electric hybrid,0,2023
May,Leitrim,Petrol and electric hybrid,0,2023
May,Leitrim,Electric,0,2023
May,Leitrim,Petrol or Diesel plug-in hybrid electric,0,2023
May,Leitrim,Diesel and electric hybrid,0,2023
May,Longford,Petrol and electric hybrid,2,2023
May,Longford,Electric,0,2023
May,Longford,Petrol or Diesel plug-in hybrid electric,1,2023
May,Longford,Diesel and electric hybrid,0,2023
May,Louth,Petrol and electric hybrid,15,2023
May,Louth,Electric,6,2023
May,Louth,Petrol or Diesel plug-in hybrid electric,19,2023
May,Louth,Diesel and electric hybrid,1,2023
May,Mayo,Petrol and electric hybrid,2,2023
May,Mayo,Electric,1,2023
May,Mayo,Petrol or Diesel plug-in hybrid electric,5,2023
May,Mayo,Diesel and electric hybrid,0,2023
May,Meath,Petrol and electric hybrid,22,2023
May,Meath,Electric,10,2023
May,Meath,Petrol or Diesel plug-in hybrid electric,18,2023
May,Meath,Diesel and electric hybrid,0,2023
May,Monaghan,Petrol and electric hybrid,1,2023
May,Monaghan,Electric,2,2023
May,Monaghan,Petrol or Diesel plug-in hybrid electric,3,2023
May,Monaghan,Diesel and electric hybrid,0,2023
May,Offaly,Petrol and electric hybrid,8,2023
May,Offaly,Electric,1,2023
May,Offaly,Petrol or Diesel plug-in hybrid electric,2,2023
May,Offaly,Diesel and electric hybrid,0,2023
May,Roscommon,Petrol and electric hybrid,0,2023
May,Roscommon,Electric,2,2023
May,Roscommon,Petrol or Diesel plug-in hybrid electric,3,2023
May,Roscommon,Diesel and electric hybrid,0,2023
May,Sligo,Petrol and electric hybrid,3,2023
May,Sligo,Electric,1,2023
May,Sligo,Petrol or Diesel plug-in hybrid electric,1,2023
May,Sligo,Diesel and electric hybrid,0,2023
May,Westmeath,Petrol and electric hybrid,3,2023
May,Westmeath,Electric,3,2023
May,Westmeath,Petrol or Diesel plug-in hybrid electric,7,2023
May,Westmeath,Diesel and electric hybrid,0,2023
May,Wexford,Petrol and electric hybrid,7,2023
May,Wexford,Electric,6,2023
May,Wexford,Petrol or Diesel plug-in hybrid electric,5,2023
May,Wexford,Diesel and electric hybrid,0,2023
May,Wicklow,Petrol and electric hybrid,17,2023
May,Wicklow,Electric,10,2023
May,Wicklow,Petrol or Diesel plug-in hybrid electric,12,2023
May,Wicklow,Diesel and electric hybrid,0,2023
May,Limerick,Petrol and electric hybrid,11,2023
May,Limerick,Electric,8,2023
May,Limerick,Petrol or Diesel plug-in hybrid electric,7,2023
May,Limerick,Diesel and electric hybrid,0,2023
May,Waterford,Petrol and electric hybrid,8,2023
May,Waterford,Electric,0,2023
May,Waterford,Petrol or Diesel plug-in hybrid electric,1,2023
May,Waterford,Diesel and electric hybrid,0,2023
May,Tipperary,Petrol and electric hybrid,12,2023
May,Tipperary,Electric,3,2023
May,Tipperary,Petrol or Diesel plug-in hybrid electric,1,2023
May,Tipperary,Diesel and electric hybrid,0,2023
May,Cork,Petrol and electric hybrid,47,2023
May,Cork,Electric,7,2023
May,Cork,Petrol or Diesel plug-in hybrid electric,35,2023
May,Cork,Diesel and electric hybrid,0,2023
May,Dublin,Petrol and electric hybrid,311,2023
May,Dublin,Electric,67,2023
May,Dublin,Petrol or Diesel plug-in hybrid electric,182,2023
May,Dublin,Diesel and electric hybrid,2,2023
June,Carlow,Petrol and electric hybrid,3,2023
June,Carlow,Electric,0,2023
June,Carlow,Petrol or Diesel plug-in hybrid electric,1,2023
June,Carlow,Diesel and electric hybrid,0,2023
June,Cavan,Petrol and electric hybrid,2,2023
June,Cavan,Electric,2,2023
June,Cavan,Petrol or Diesel plug-in hybrid electric,5,2023
June,Cavan,Diesel and electric hybrid,0,2023
June,Clare,Petrol and electric hybrid,15,2023
June,Clare,Electric,2,2023
June,Clare,Petrol or Diesel plug-in hybrid electric,3,2023
June,Clare,Diesel and electric hybrid,0,2023
June,Donegal,Petrol and electric hybrid,6,2023
June,Donegal,Electric,4,2023
June,Donegal,Petrol or Diesel plug-in hybrid electric,9,2023
June,Donegal,Diesel and electric hybrid,0,2023
June,Galway,Petrol and electric hybrid,30,2023
June,Galway,Electric,15,2023
June,Galway,Petrol or Diesel plug-in hybrid electric,17,2023
June,Galway,Diesel and electric hybrid,0,2023
June,Kerry,Petrol and electric hybrid,4,2023
June,Kerry,Electric,1,2023
June,Kerry,Petrol or Diesel plug-in hybrid electric,4,2023
June,Kerry,Diesel and electric hybrid,0,2023
June,Kildare,Petrol and electric hybrid,30,2023
June,Kildare,Electric,11,2023
June,Kildare,Petrol or Diesel plug-in hybrid electric,24,2023
June,Kildare,Diesel and electric hybrid,0,2023
June,Kilkenny,Petrol and electric hybrid,6,2023
June,Kilkenny,Electric,2,2023
June,Kilkenny,Petrol or Diesel plug-in hybrid electric,3,2023
June,Kilkenny,Diesel and electric hybrid,0,2023
June,Laois,Petrol and electric hybrid,4,2023
June,Laois,Electric,1,2023
June,Laois,Petrol or Diesel plug-in hybrid electric,4,2023
June,Laois,Diesel and electric hybrid,0,2023
June,Leitrim,Petrol and electric hybrid,3,2023
June,Leitrim,Electric,0,2023
June,Leitrim,Petrol or Diesel plug-in hybrid electric,2,2023
June,Leitrim,Diesel and electric hybrid,0,2023
June,Longford,Petrol and electric hybrid,2,2023
June,Longford,Electric,0,2023
June,Longford,Petrol or Diesel plug-in hybrid electric,2,2023
June,Longford,Diesel and electric hybrid,0,2023
June,Louth,Petrol and electric hybrid,10,2023
June,Louth,Electric,6,2023
June,Louth,Petrol or Diesel plug-in hybrid electric,16,2023
June,Louth,Diesel and electric hybrid,0,2023
June,Mayo,Petrol and electric hybrid,9,2023
June,Mayo,Electric,1,2023
June,Mayo,Petrol or Diesel plug-in hybrid electric,9,2023
June,Mayo,Diesel and electric hybrid,0,2023
June,Meath,Petrol and electric hybrid,34,2023
June,Meath,Electric,8,2023
June,Meath,Petrol or Diesel plug-in hybrid electric,15,2023
June,Meath,Diesel and electric hybrid,0,2023
June,Monaghan,Petrol and electric hybrid,1,2023
June,Monaghan,Electric,1,2023
June,Monaghan,Petrol or Diesel plug-in hybrid electric,2,2023
June,Monaghan,Diesel and electric hybrid,0,2023
June,Offaly,Petrol and electric hybrid,1,2023
June,Offaly,Electric,4,2023
June,Offaly,Petrol or Diesel plug-in hybrid electric,3,2023
June,Offaly,Diesel and electric hybrid,0,2023
June,Roscommon,Petrol and electric hybrid,5,2023
June,Roscommon,Electric,1,2023
June,Roscommon,Petrol or Diesel plug-in hybrid electric,7,2023
June,Roscommon,Diesel and electric hybrid,0,2023
June,Sligo,Petrol and electric hybrid,4,2023
June,Sligo,Electric,3,2023
June,Sligo,Petrol or Diesel plug-in hybrid electric,3,2023
June,Sligo,Diesel and electric hybrid,0,2023
June,Westmeath,Petrol and electric hybrid,5,2023
June,Westmeath,Electric,3,2023
June,Westmeath,Petrol or Diesel plug-in hybrid electric,7,2023
June,Westmeath,Diesel and electric hybrid,0,2023
June,Wexford,Petrol and electric hybrid,12,2023
June,Wexford,Electric,2,2023
June,Wexford,Petrol or Diesel plug-in hybrid electric,4,2023
June,Wexford,Diesel and electric hybrid,0,2023
June,Wicklow,Petrol and electric hybrid,10,2023
June,Wicklow,Electric,9,2023
June,Wicklow,Petrol or Diesel plug-in hybrid electric,7,2023
June,Wicklow,Diesel and electric hybrid,0,2023
June,Limerick,Petrol and electric hybrid,15,2023
June,Limerick,Electric,4,2023
June,Limerick,Petrol or Diesel plug-in hybrid electric,7,2023
June,Limerick,Diesel and electric hybrid,0,2023
June,Waterford,Petrol and electric hybrid,6,2023
June,Waterford,Electric,3,2023
June,Waterford,Petrol or Diesel plug-in hybrid electric,4,2023
June,Waterford,Diesel and electric hybrid,0,2023
June,Tipperary,Petrol and electric hybrid,7,2023
June,Tipperary,Electric,2,2023
June,Tipperary,Petrol or Diesel plug-in hybrid electric,5,2023
June,Tipperary,Diesel and electric hybrid,0,2023
June,Cork,Petrol and electric hybrid,49,2023
June,Cork,Electric,12,2023
June,Cork,Petrol or Diesel plug-in hybrid electric,26,2023
June,Cork,Diesel and electric hybrid,0,2023
June,Dublin,Petrol and electric hybrid,287,2023
June,Dublin,Electric,92,2023
June,Dublin,Petrol or Diesel plug-in hybrid electric,145,2023
June,Dublin,Diesel and electric hybrid,0,2023
July,Carlow,Petrol and electric hybrid,3,2023
July,Carlow,Electric,0,2023
July,Carlow,Petrol or Diesel plug-in hybrid electric,3,2023
July,Carlow,Diesel and electric hybrid,0,2023
July,Cavan,Petrol and electric hybrid,5,2023
July,Cavan,Electric,1,2023
July,Cavan,Petrol or Diesel plug-in hybrid electric,3,2023
July,Cavan,Diesel and electric hybrid,0,2023
July,Clare,Petrol and electric hybrid,7,2023
July,Clare,Electric,1,2023
July,Clare,Petrol or Diesel plug-in hybrid electric,1,2023
July,Clare,Diesel and electric hybrid,0,2023
July,Donegal,Petrol and electric hybrid,8,2023
July,Donegal,Electric,6,2023
July,Donegal,Petrol or Diesel plug-in hybrid electric,9,2023
July,Donegal,Diesel and electric hybrid,0,2023
July,Galway,Petrol and electric hybrid,28,2023
July,Galway,Electric,14,2023
July,Galway,Petrol or Diesel plug-in hybrid electric,16,2023
July,Galway,Diesel and electric hybrid,0,2023
July,Kerry,Petrol and electric hybrid,1,2023
July,Kerry,Electric,4,2023
July,Kerry,Petrol or Diesel plug-in hybrid electric,2,2023
July,Kerry,Diesel and electric hybrid,0,2023
July,Kildare,Petrol and electric hybrid,28,2023
July,Kildare,Electric,14,2023
July,Kildare,Petrol or Diesel plug-in hybrid electric,11,2023
July,Kildare,Diesel and electric hybrid,0,2023
July,Kilkenny,Petrol and electric hybrid,2,2023
July,Kilkenny,Electric,1,2023
July,Kilkenny,Petrol or Diesel plug-in hybrid electric,2,2023
July,Kilkenny,Diesel and electric hybrid,0,2023
July,Laois,Petrol and electric hybrid,7,2023
July,Laois,Electric,2,2023
July,Laois,Petrol or Diesel plug-in hybrid electric,3,2023
July,Laois,Diesel and electric hybrid,1,2023
July,Leitrim,Petrol and electric hybrid,3,2023
July,Leitrim,Electric,1,2023
July,Leitrim,Petrol or Diesel plug-in hybrid electric,0,2023
July,Leitrim,Diesel and electric hybrid,0,2023
July,Longford,Petrol and electric hybrid,0,2023
July,Longford,Electric,3,2023
July,Longford,Petrol or Diesel plug-in hybrid electric,0,2023
July,Longford,Diesel and electric hybrid,0,2023
July,Louth,Petrol and electric hybrid,16,2023
July,Louth,Electric,6,2023
July,Louth,Petrol or Diesel plug-in hybrid electric,12,2023
July,Louth,Diesel and electric hybrid,0,2023
July,Mayo,Petrol and electric hybrid,6,2023
July,Mayo,Electric,2,2023
July,Mayo,Petrol or Diesel plug-in hybrid electric,5,2023
July,Mayo,Diesel and electric hybrid,0,2023
July,Meath,Petrol and electric hybrid,35,2023
July,Meath,Electric,8,2023
July,Meath,Petrol or Diesel plug-in hybrid electric,16,2023
July,Meath,Diesel and electric hybrid,0,2023
July,Monaghan,Petrol and electric hybrid,3,2023
July,Monaghan,Electric,0,2023
July,Monaghan,Petrol or Diesel plug-in hybrid electric,1,2023
July,Monaghan,Diesel and electric hybrid,0,2023
July,Offaly,Petrol and electric hybrid,4,2023
July,Offaly,Electric,3,2023
July,Offaly,Petrol or Diesel plug-in hybrid electric,1,2023
July,Offaly,Diesel and electric hybrid,0,2023
July,Roscommon,Petrol and electric hybrid,3,2023
July,Roscommon,Electric,0,2023
July,Roscommon,Petrol or Diesel plug-in hybrid electric,2,2023
July,Roscommon,Diesel and electric hybrid,0,2023
July,Sligo,Petrol and electric hybrid,3,2023
July,Sligo,Electric,1,2023
July,Sligo,Petrol or Diesel plug-in hybrid electric,5,2023
July,Sligo,Diesel and electric hybrid,0,2023
July,Westmeath,Petrol and electric hybrid,6,2023
July,Westmeath,Electric,3,2023
July,Westmeath,Petrol or Diesel plug-in hybrid electric,1,2023
July,Westmeath,Diesel and electric hybrid,0,2023
July,Wexford,Petrol and electric hybrid,8,2023
July,Wexford,Electric,5,2023
July,Wexford,Petrol or Diesel plug-in hybrid electric,5,2023
July,Wexford,Diesel and electric hybrid,0,2023
July,Wicklow,Petrol and electric hybrid,6,2023
July,Wicklow,Electric,10,2023
July,Wicklow,Petrol or Diesel plug-in hybrid electric,10,2023
July,Wicklow,Diesel and electric hybrid,0,2023
July,Limerick,Petrol and electric hybrid,16,2023
July,Limerick,Electric,6,2023
July,Limerick,Petrol or Diesel plug-in hybrid electric,11,2023
July,Limerick,Diesel and electric hybrid,0,2023
July,Waterford,Petrol and electric hybrid,10,2023
July,Waterford,Electric,4,2023
July,Waterford,Petrol or Diesel plug-in hybrid electric,7,2023
July,Waterford,Diesel and electric hybrid,0,2023
July,Tipperary,Petrol and electric hybrid,11,2023
July,Tipperary,Electric,1,2023
July,Tipperary,Petrol or Diesel plug-in hybrid electric,7,2023
July,Tipperary,Diesel and electric hybrid,0,2023
July,Cork,Petrol and electric hybrid,69,2023
July,Cork,Electric,14,2023
July,Cork,Petrol or Diesel plug-in hybrid electric,28,2023
July,Cork,Diesel and electric hybrid,1,2023
July,Dublin,Petrol and electric hybrid,309,2023
July,Dublin,Electric,77,2023
July,Dublin,Petrol or Diesel plug-in hybrid electric,154,2023
July,Dublin,Diesel and electric hybrid,0,2023
August,Carlow,Petrol and electric hybrid,3,2023
August,Carlow,Electric,1,2023
August,Carlow,Petrol or Diesel plug-in hybrid electric,0,2023
August,Carlow,Diesel and electric hybrid,0,2023
August,Cavan,Petrol and electric hybrid,2,2023
August,Cavan,Electric,0,2023
August,Cavan,Petrol or Diesel plug-in hybrid electric,2,2023
August,Cavan,Diesel and electric hybrid,0,2023
August,Clare,Petrol and electric hybrid,10,2023
August,Clare,Electric,3,2023
August,Clare,Petrol or Diesel plug-in hybrid electric,7,2023
August,Clare,Diesel and electric hybrid,0,2023
August,Donegal,Petrol and electric hybrid,7,2023
August,Donegal,Electric,4,2023
August,Donegal,Petrol or Diesel plug-in hybrid electric,9,2023
August,Donegal,Diesel and electric hybrid,0,2023
August,Galway,Petrol and electric hybrid,31,2023
August,Galway,Electric,10,2023
August,Galway,Petrol or Diesel plug-in hybrid electric,12,2023
August,Galway,Diesel and electric hybrid,0,2023
August,Kerry,Petrol and electric hybrid,5,2023
August,Kerry,Electric,3,2023
August,Kerry,Petrol or Diesel plug-in hybrid electric,2,2023
August,Kerry,Diesel and electric hybrid,0,2023
August,Kildare,Petrol and electric hybrid,44,2023
August,Kildare,Electric,20,2023
August,Kildare,Petrol or Diesel plug-in hybrid electric,24,2023
